iteration,vit_forward_latency_ms,resnet_forward_latency_ms,vit_prediction_pipeline_ms,resnet_prediction_pipeline_ms,vit_python_end_to_end_ms,resnet_python_end_to_end_ms
110,4.21065616607666,2.160576105117798,4.420447826385498,1.9179519414901733,4.224199976306409,2.128100022673607
111,4.120160102844238,1.707584023475647,4.52950382232666,1.8774080276489258,7.045900041703135,1.8331999890506268
112,4.6763200759887695,1.7107839584350586,4.23529577255249,1.849503993988037,9.554199990816414,1.811099995393306
113,4.1656317710876465,1.9621119499206543,4.160031795501709,1.7744319438934326,7.6988000073470175,1.7503999988548458
114,4.197152137756348,1.8071680068969727,4.624959945678711,1.7694720029830933,4.226799996104091,1.770300033967942
115,4.230783939361572,1.7216639518737793,4.433119773864746,1.601088047027588,4.275800019968301,1.7362000071443617
116,5.144256114959717,1.6164480447769165,4.126239776611328,1.6509120464324951,4.297400009818375,3.0027999891899526
117,4.326399803161621,2.3340160846710205,4.159008026123047,1.6791679859161377,8.249900012742728,2.7313000173307955
118,4.21343994140625,3.1821439266204834,11.496031761169434,1.7038719654083252,8.862399961799383,1.8495999975129962
119,4.2584638595581055,1.6863360404968262,14.27302360534668,2.5072638988494873,6.608900032006204,1.9512000144459307
120,4.27839994430542,1.6785919666290283,7.609344005584717,4.377344131469727,6.174200039822608,1.812900009099394
121,4.293471813201904,1.7197120189666748,6.139552116394043,2.931391954421997,9.333499998319894,1.7563000437803566
122,4.2479681968688965,1.7710720300674438,6.024032115936279,5.401663780212402,9.484900045208633,1.714100013487041
123,4.275551795959473,1.7157440185546875,5.9476799964904785,4.671135902404785,7.88220000686124,4.9300999962724745
124,4.421408176422119,1.553920030593872,5.971424102783203,2.480191946029663,6.202799966558814,3.9046999881975353
125,4.2226881980896,1.7295039892196655,6.062784194946289,1.7889280319213867,9.105700009968132,2.587399969343096
126,4.110752105712891,1.8536640405654907,6.062528133392334,3.5951359272003174,12.459099991247058,5.236299999523908
127,4.2952961921691895,1.9167040586471558,6.094175815582275,3.0139520168304443,12.042000016663224,3.9154000114649534
128,4.26470422744751,1.6824320554733276,5.839200019836426,2.3683199882507324,6.101600010879338,1.9254999933764338
129,4.3546881675720215,1.7010560035705566,6.036863803863525,2.5227200984954834,6.0755000449717045,1.8857999821193516
130,4.316832065582275,1.7546240091323853,6.112736225128174,1.7523200511932373,6.112499977461994,1.8413999932818115
131,4.166624069213867,1.6696640253067017,5.951776027679443,1.6242879629135132,6.124100007582456,1.8857999821193516
132,4.323616027832031,1.5157439708709717,6.083456039428711,1.711135983467102,6.232800020370632,1.7929000314325094
133,4.184256076812744,1.5850239992141724,5.945568084716797,1.6784319877624512,6.234699976630509,1.8274000030942261
134,4.196928024291992,1.5319039821624756,5.997663974761963,1.732159972190857,6.127200031187385,2.1698999917134643
135,4.0814080238342285,1.612671971321106,6.030432224273682,1.6322239637374878,6.000299996230751,1.8005000310949981
136,7.2103681564331055,2.268160104751587,6.096223831176758,1.6575679779052734,6.311699980869889,2.0029000006616116
137,5.328767776489258,1.7300159931182861,6.117152214050293,1.64409601688385,6.041000015102327,1.9597000209614635
138,5.082560062408447,1.6586240530014038,6.024960041046143,2.5198400020599365,6.124900013674051,1.7677000141702592
139,4.19868803024292,1.7026560306549072,6.0300798416137695,2.8387839794158936,6.193600012920797,1.8919000285677612
140,4.268383979797363,1.631935954093933,6.028512001037598,1.698240041732788,6.253600004129112,1.707000017631799
141,4.151904106140137,1.5841599702835083,6.1190080642700195,1.658400058746338,6.171200016979128,1.7545000300742686
142,4.08790397644043,1.5518399477005005,6.192863941192627,2.90230393409729,6.12629996612668,1.7937999800778925
143,3.9960639476776123,1.594912052154541,5.921631813049316,2.310431957244873,6.151000037789345,1.8275000038556755
144,4.111072063446045,1.5505280494689941,5.849503993988037,1.8858879804611206,6.293899961747229,1.7092999769374728
145,4.055935859680176,1.5535039901733398,6.058239936828613,1.70905601978302,6.2426000367850065,1.866099948529154
146,4.230175971984863,3.5897600650787354,4.932127952575684,1.9600319862365723,6.184300000313669,2.502799965441227
147,4.076992034912109,2.04915189743042,4.030720233917236,1.7077440023422241,7.674199994653463,1.9898000173270702
148,4.044703960418701,1.7081279754638672,3.9928319454193115,1.677567958831787,4.689800029154867,1.687799987848848
149,4.30998420715332,1.621216058731079,4.153759956359863,1.7157440185546875,5.945999990217388,1.8362000118941069
150,4.1544318199157715,1.8984639644622803,4.087200164794922,1.7359039783477783,4.3693000334315,1.76910002483055
151,4.120031833648682,2.1145598888397217,4.383711814880371,1.668895959854126,4.0911000105552375,1.9894000142812729
152,4.056064128875732,1.8023680448532104,4.038527965545654,1.6700799465179443,4.1739000007510185,1.8127000075764954
153,4.073247909545898,1.5622080564498901,4.130112171173096,1.66486394405365,4.112599999643862,1.8901000148616731
154,4.0032958984375,3.5271360874176025,4.074016094207764,1.7175040245056152,4.15890000294894,2.378600009251386
155,4.011616230010986,1.9140160083770752,4.12556791305542,1.6651519536972046,4.060600011143833,1.756099984049797
156,3.9763519763946533,1.6353280544281006,4.131840229034424,1.599295973777771,4.060000006575137,1.8222000217065215
157,3.9903359413146973,1.6392639875411987,4.012224197387695,1.739359974861145,4.165399994235486,1.7875999910756946
158,4.139967918395996,1.7672959566116333,3.983520030975342,1.6470719575881958,4.393399984110147,1.8142999615520239
159,6.539743900299072,1.844383955001831,4.122176170349121,1.6640000343322754,4.10260003991425,1.6592000029049814
160,4.983583927154541,1.664896011352539,3.989504098892212,1.6131199598312378,4.062999971210957,1.7709999810904264
161,4.704031944274902,1.6431039571762085,4.848480224609375,1.6408640146255493,4.228400008287281,1.7382000223733485
162,4.168352127075195,1.705407977104187,10.41926383972168,1.564512014389038,6.288599979598075,1.750800001900643
163,4.066495895385742,1.8008320331573486,9.290847778320312,1.6479359865188599,5.1021999679505825,2.2982999798841774
164,4.203519821166992,1.6652159690856934,6.398911952972412,1.7220159769058228,4.2934000375680625,1.763199979905039
165,4.069759845733643,1.672063946723938,7.563551902770996,2.6843199729919434,4.484899982344359,1.7937999800778925
166,4.222496032714844,1.58297598361969,4.5643839836120605,3.0800960063934326,4.313399957027286,1.7334000440314412
167,4.034016132354736,1.679967999458313,4.04969596862793,1.770143985748291,12.318499968387187,1.749899995047599
168,4.090176105499268,1.5555520057678223,4.036416053771973,3.982719898223877,4.273200000170618,1.7602000152692199
169,4.024159908294678,1.5712640285491943,4.9422078132629395,2.4830400943756104,4.205300007015467,1.7264000489376485
170,5.080063819885254,1.619871973991394,4.055647850036621,1.6962560415267944,4.235000000335276,1.747199974488467
171,4.2611517906188965,1.573472023010254,4.7391037940979,1.7667839527130127,4.304500005673617,1.7149000195786357
172,4.019231796264648,2.4126079082489014,4.049312114715576,1.8414080142974854,4.220000002533197,2.2196000209078193
173,4.14192008972168,2.479167938232422,4.3448638916015625,1.734015941619873,4.198899958282709,1.824699982535094
174,4.197567939758301,1.6130239963531494,4.200255870819092,1.8474880456924438,4.182800010312349,1.8424000008963048
175,4.032159805297852,1.5674560070037842,4.020319938659668,1.6896640062332153,4.128800006583333,1.8343999981880188
176,4.111648082733154,1.5676480531692505,4.055488109588623,1.6752640008926392,4.087399982381612,1.7530000186525285
177,4.289792060852051,3.0837759971618652,4.5693440437316895,1.7460479736328125,4.093400028068572,1.860800024587661
178,4.0840959548950195,3.8900160789489746,4.068160057067871,1.8406399488449097,4.200100025627762,1.7961999983526766
179,3.9981119632720947,4.039423942565918,3.957119941711426,1.7103999853134155,6.269700010307133,1.7659000004641712
180,4.148640155792236,3.9224319458007812,4.0234880447387695,1.775488018989563,5.412400001659989,1.6876999870873988
181,4.975168228149414,3.8304638862609863,8.17142391204834,3.235327959060669,6.321499997284263,2.0269000087864697
182,4.753888130187988,3.9564480781555176,9.771039962768555,1.8280960321426392,4.571199999190867,6.605700007639825
183,4.145567893981934,3.0278079509735107,6.875487804412842,1.7654720544815063,4.182999953627586,2.357900026254356
184,4.158400058746338,2.9818880558013916,4.374239921569824,1.7965120077133179,4.11579996580258,2.9741000034846365
185,6.980607986450195,3.6340479850769043,4.133535861968994,1.6987199783325195,4.2557999840937555,4.835999978240579
186,4.381120204925537,3.4958720207214355,4.307616233825684,1.7534079551696777,4.26260003587231,3.282400022726506
187,6.065087795257568,2.9503040313720703,4.093791961669922,1.8035520315170288,4.278399981558323,3.0943999881856143
188,5.825952053070068,2.5410239696502686,4.013728141784668,1.7850240468978882,4.209699982311577,6.595299986656755
189,4.217663764953613,2.544287919998169,4.587776184082031,1.85862398147583,4.519200010690838,2.977200027089566
190,4.13375997543335,1.7423679828643799,9.944416046142578,2.217888116836548,5.800299986731261,2.8732000500895083
191,4.087007999420166,1.5746560096740723,9.779583930969238,1.775712013244629,5.052099993918091,2.709200023673475
192,4.279935836791992,1.6379519701004028,4.074175834655762,1.7356799840927124,4.1609000181779265,3.1106999958865345
193,4.336383819580078,1.655519962310791,6.046624183654785,1.7109440565109253,6.827900011558086,2.9055000049993396
194,4.132192134857178,1.8777600526809692,4.421408176422119,1.6670399904251099,4.46999998530373,3.00319999223575
195,4.487872123718262,1.6910079717636108,6.303135871887207,1.6711679697036743,4.58850001450628,2.6123999850824475
196,5.245215892791748,1.7816959619522095,7.635136127471924,1.718559980392456,6.993599992711097,2.520499983802438
197,4.607039928436279,1.558143973350525,7.154975891113281,1.7973120212554932,5.5410999921150506,2.45939998421818
198,4.723487854003906,1.7899199724197388,4.973887920379639,1.7004159688949585,5.861099984031171,2.451899985317141
199,4.654208183288574,1.612928032875061,4.062464237213135,1.6943680047988892,5.440799985080957,2.428300038445741
200,4.254176139831543,1.628991961479187,5.136735916137695,1.7541120052337646,4.256200045347214,2.5234000058844686
201,4.083168029785156,1.683359980583191,4.097407817840576,1.7140799760818481,4.23439999576658,2.411399967968464
202,4.084991931915283,1.6636159420013428,4.104991912841797,1.736191987991333,4.506799974478781,2.439300005789846
203,4.303840160369873,1.6751359701156616,4.189856052398682,1.7067519426345825,4.114100011065602,2.3932000040076673
204,4.2399678230285645,1.5821759700775146,4.356512069702148,1.683519959449768,4.226899996865541,2.38840002566576
205,4.13424015045166,1.62716805934906,4.20854377746582,1.7272000312805176,4.167600010987371,2.334499964490533
206,4.1754560470581055,1.655392050743103,4.109792232513428,1.7095040082931519,4.275500017683953,2.38979997811839
207,4.033952236175537,3.1901121139526367,4.0780158042907715,1.6983040571212769,4.268900025635958,2.3194000241346657
208,4.189151763916016,1.7741440534591675,6.025792121887207,1.8547840118408203,4.218699992634356,2.446700003929436
209,4.0971198081970215,1.6018879413604736,6.636767864227295,1.7466559410095215,4.223400028422475,2.515000000130385
210,4.072383880615234,1.7256640195846558,6.403135776519775,1.7666879892349243,4.302299988921732,2.4047999759204686
211,5.312607765197754,1.6028159856796265,4.486688137054443,1.6526399850845337,4.065099987201393,2.427100029308349
212,4.367487907409668,1.6029759645462036,4.298912048339844,1.6446080207824707,4.141599987633526,2.4058999842964113
213,4.586592197418213,1.6067839860916138,4.098879814147949,1.6752959489822388,4.289500007871538,2.275700040627271
214,4.242464065551758,1.6300159692764282,4.416384220123291,1.689728021621704,4.492499982006848,2.4880999699234962
215,4.044064044952393,1.6638400554656982,4.274144172668457,1.6684160232543945,4.179200041107833,2.435099973808974
216,4.14031982421875,1.6922240257263184,4.135776042938232,1.7605119943618774,4.332899989094585,2.404400031082332
217,4.179103851318359,2.2074880599975586,4.212480068206787,1.7018879652023315,4.1924999677576125,2.392199996393174
218,4.371071815490723,1.711359977722168,4.2936320304870605,1.6578240394592285,9.478099993430078,2.3686999920755625
219,4.131072044372559,1.6522560119628906,4.182720184326172,1.6923840045928955,9.260500024538487,2.399599994532764
220,4.060512065887451,1.6225600242614746,4.199359893798828,1.7209279537200928,6.293100013863295,2.3548000026494265
221,4.201920032501221,1.6792320013046265,4.112607955932617,1.7193599939346313,6.195300025865436,2.3418000200763345
222,4.312928199768066,1.6115520000457764,4.197504043579102,1.5938559770584106,6.497399997897446,2.428599982522428
223,4.679743766784668,1.6964800357818604,4.103263854980469,1.6975680589675903,6.286899966653436,2.42979999165982
224,4.055295944213867,1.6200000047683716,4.170368194580078,1.6537920236587524,6.066500034648925,2.3592999787069857
225,3.961440086364746,1.6492160558700562,4.112256050109863,1.6808639764785767,5.80629997421056,2.297600032761693
226,4.198880195617676,1.8280320167541504,4.0550079345703125,1.6930559873580933,5.162499961443245,2.300499996636063
227,4.240575790405273,1.7660479545593262,4.1836161613464355,1.7890559434890747,5.038700008299202,2.38840002566576
228,4.0774078369140625,1.7019200325012207,4.1137919425964355,1.6273599863052368,4.5335000031627715,2.296699967700988
229,4.130271911621094,1.717087984085083,4.1031999588012695,1.7608319520950317,4.259799956344068,3.793700016103685
230,4.154816150665283,1.5694400072097778,6.63808012008667,1.7549760341644287,4.326099995523691,3.0891000060364604
231,4.149983882904053,1.5981119871139526,4.471199989318848,1.6471680402755737,4.297000006772578,2.8455000137910247
232,4.094240188598633,1.6645760536193848,5.796095848083496,1.7114880084991455,4.4383000349625945,4.2551999795250595
233,4.029791831970215,1.6004159450531006,4.422143936157227,1.6166399717330933,4.325499990954995,3.5964000271633267
234,4.161632061004639,1.7308160066604614,3.98419189453125,1.7017600536346436,4.153600020799786,2.96030001481995
235,4.077727794647217,1.5994240045547485,4.224991798400879,1.69542396068573,4.490999970585108,2.3298999876715243
236,4.115263938903809,3.568160057067871,4.05347204208374,1.598688006401062,14.530199987348169,2.057200006674975
237,4.034656047821045,3.936352014541626,4.1872639656066895,1.7576320171356201,7.228200032841414,1.8359000096097589
238,4.122208118438721,3.929408073425293,4.187456130981445,1.716223955154419,4.1677000117488205,1.8154000281356275
239,4.370272159576416,3.849184036254883,4.059072017669678,1.6653759479522705,4.121700010728091,1.7574999947100878
240,4.262656211853027,3.003040075302124,4.038911819458008,1.6762880086898804,6.268099998123944,2.813900006003678
241,4.211808204650879,1.7710720300674438,6.159840106964111,1.681663990020752,4.881800035946071,3.859999997075647
242,8.017984390258789,1.6983360052108765,4.1187520027160645,1.6128959655761719,4.303199995774776,1.7857999773696065
243,6.187168121337891,1.5996479988098145,5.184576034545898,1.6429120302200317,4.262699978426099,1.9028999959118664
244,6.294335842132568,1.6565120220184326,5.544256210327148,1.7610880136489868,4.3886000057682395,1.7426999984309077
245,6.297728061676025,1.6706559658050537,5.073408126831055,1.6691839694976807,4.18560003163293,1.7367000109516084
246,6.204383850097656,1.6054719686508179,5.425024032592773,1.6151679754257202,4.2643999913707376,1.7484999843873084
247,6.592864036560059,1.7699520587921143,6.997024059295654,1.64137601852417,6.5379999577999115,1.753399963490665
248,6.327263832092285,1.6606719493865967,5.042719841003418,1.6238080263137817,10.5801000026986,1.8227999680675566
249,6.272928237915039,1.6756800413131714,6.422912120819092,1.6772799491882324,10.675099969375879,1.826200052164495
250,6.43228816986084,3.6556479930877686,4.823455810546875,1.6618880033493042,10.751500027254224,1.997400016989559
251,6.278592109680176,1.7010879516601562,4.048768043518066,1.7251839637756348,10.300400026608258,1.7032999894581735
252,6.12611198425293,2.1300160884857178,4.10748815536499,1.6326719522476196,8.104800013825297,1.75430002855137
253,6.059872150421143,2.787264108657837,4.053247928619385,1.7951040267944336,4.351900017354637,1.719099993351847
254,5.9863362312316895,1.831231951713562,4.160128116607666,1.6442240476608276,5.36489998921752,1.759299950208515
255,6.090240001678467,1.6840319633483887,3.9518721103668213,1.6127680540084839,4.391700029373169,1.7349999980069697
256,6.065216064453125,1.8632639646530151,4.154047966003418,1.6594239473342896,4.635699966456741,1.7401999793946743
257,6.046656131744385,3.790623903274536,4.15180778503418,1.7200000286102295,4.313600016757846,1.816999982111156
258,6.207039833068848,1.6063679456710815,4.193183898925781,1.6467839479446411,4.275300016161054,1.7004000255838037
259,6.152575969696045,1.6829760074615479,4.055456161499023,1.6298880577087402,6.548600038513541,1.7527000163681805
260,5.973887920379639,1.6850240230560303,3.9580800533294678,1.6789439916610718,5.303199985064566,1.7936999793164432
261,5.929247856140137,2.5614399909973145,4.086175918579102,1.7079039812088013,6.13529997644946,1.8321999814361334
262,6.016287803649902,2.358304023742676,4.127679824829102,1.7089279890060425,8.911700046155602,1.6748000052757561
263,6.137792110443115,1.959455966949463,4.140575885772705,1.6607359647750854,12.413799995556474,1.8479999853298068
